id,text,token_count
1193984," I am even wiser than my elders,
    for I have kept your commandments.",18
1193985," I am even wiser than my elders,
    for I have kept your commandments.",18
1193986," I am even wiser than my elders,
    for I have kept your commandments.",18
1193987," I am even wiser than my elders,
    for I have kept your commandments.",18
1193988," I am even wiser than my elders,
    for I have kept your commandments.",18
1193989," I am even wiser than my elders,
    for I have kept your commandments.",18
1193990," I am even wiser than my elders,
    for I have kept your commandments.",18
1193991," I am even wiser than my elders,
    for I have kept your commandments.",18
1193992," I am even wiser than my elders,
    for I have kept your commandments.",18
1193993," I am even wiser than my elders,
    for I have kept your commandments.",18
1193994," I am even wiser than my elders,
    for I have kept your commandments.",18
1193995," I am even wiser than my elders,
    for I have kept your commandments.",18
1193996," I am even wiser than my elders,
    for I have kept your commandments.",18
1193997," I am even wiser than my elders,
    for I have kept your commandments.",18
1193998," I am even wiser than my elders,
    for I have kept your commandments.",18
1193999," I am even wiser than my elders,
    for I have kept your commandments.",18
1194000," I am even wiser than my elders,
    for I have kept your commandments.",18
1194001," I am even wiser than my elders,
    for I have kept your commandments.",18
1194002," I am even wiser than my elders,
    for I have kept your commandments.",18
1194003," I am even wiser than my elders,
    for I have kept your commandments.",18
1194004," I am even wiser than my elders,
    for I have kept your commandments.",18
1194005," I am even wiser than my elders,
    for I have kept your commandments.",18
1194006," I am even wiser than my elders,
    for I have kept your commandments.",18
1194007," I am even wiser than my elders,
    for I have kept your commandments.",18
1194008," I am even wiser than my elders,
    for I have kept your commandments.",18
1194009," I am even wiser than my elders,
    for I have kept your commandments.",18
1194010," I am even wiser than my elders,
    for I have kept your commandments.",18
1194011," I am even wiser than my elders,
    for I have kept your commandments.",18
1194012," I am even wiser than my elders,
    for I have kept your commandments.",18
1194013," I am even wiser than my elders,
    for I have kept your commandments.",18
1194014," I am even wiser than my elders,
    for I have kept your commandments.",18
1194015," I am even wiser than my elders,
    for I have kept your commandments.",18
1194016," I am even wiser than my elders,
    for I have kept your commandments.",18
1194017," I am even wiser than my elders,
    for I have kept your commandments.",18
1194018," I am even wiser than my elders,
    for I have kept your commandments.",18
1194019," I am even wiser than my elders,
    for I have kept your commandments.",18
1194020," I am even wiser than my elders,
    for I have kept your commandments.",18
1194021," I am even wiser than my elders,
    for I have kept your commandments.",18
1194022," I am even wiser than my elders,
    for I have kept your commandments.",18
1194023," I am even wiser than my elders,
    for I have kept your commandments.",18
1194024," I am even wiser than my elders,
    for I have kept your commandments.",18
1194025," I am even wiser than my elders,
    for I have kept your commandments.",18
1194026," I am even wiser than my elders,
    for I have kept your commandments.",18
1194027," I am even wiser than my elders,
    for I have kept your commandments.",18
1194028," I am even wiser than my elders,
    for I have kept your commandments.",18
1194029," I am even wiser than my elders,
    for I have kept your commandments.",18
1194030," I am even wiser than my elders,
    for I have kept your commandments.",18
1194031," I am even wiser than my elders,
    for I have kept your commandments.",18
1194032," I am even wiser than my elders,
    for I have kept your commandments.",18
1194033," I am even wiser than my elders,
    for I have kept your commandments.",18
1194034," I am even wiser than my elders,
    for I have kept your commandments.",18
1194035," I am even wiser than my elders,
    for I have kept your commandments.",18
1194036," I am even wiser than my elders,
    for I have kept your commandments.",18
1194037," I am even wiser than my elders,
    for I have kept your commandments.",18
1194038," I am even wiser than my elders,
    for I have kept your commandments.",18
1194039," I am even wiser than my elders,
    for I have kept your commandments.",18
1194040," I am even wiser than my elders,
    for I have kept your commandments.",18
1194041," I am even wiser than my elders,
    for I have kept your commandments.",18
1194042," I am even wiser than my elders,
    for I have kept your commandments.",18
1194043," I am even wiser than my elders,
    for I have kept your commandments.",18
1194044," I am even wiser than my elders,
    for I have kept your commandments.",18
1194045," I am even wiser than my elders,
    for I have kept your commandments.",18
1194046," I am even wiser than my elders,
    for I have kept your commandments.",18
1194047," I am even wiser than my elders,
    for I have kept your commandments.",18
